title,authors,nc_state_people,DOI,year,topics,co_author,nc_authors,unity_ids
Liquid Metal Coated Textiles with Autonomous Electrical Healing and Antibacterial Properties,"Yang, Jiayi; Nithyanandam, Praneshnandan; Kanetkar, Shreyas; Kwon, Ki Yoon; Ma, Jinwoo; Im, Sooik; Oh, Ji-Hyun; Shamsi, Mohammad; Wilkins, Mike; Daniele, Michael; Kim, Tae-il; Nguyen, Huu Ngoc; Truong, Vi Khanh; Dickey, Michael D.",Jiayi Yang (jyang46); Praneshnandan Nithyanandam (pnithya); Jinwoo Ma (jma23); Sooik Im (sim2); Mike Wilkins (mwilkin2); Michael Daniele (mdaniel6); Michael Dickey (mddickey),10.1002/admt.202202183,2023,Advanced Sensor and Energy Harvesting Materials; Tactile and Sensory Interactions; Conducting polymers and applications,"Nithyanandam, Praneshnandan; Kanetkar, Shreyas; Kwon, Ki Yoon; Ma, Jinwoo; Im, Sooik; Oh, Ji-Hyun; Shamsi, Mohammad; Wilkins, Mike; Daniele, Michael; Kim, Tae-il; Nguyen, Huu Ngoc; Truong, Vi Khanh; Dickey, Michael D.","Yang, Jiayi; Nithyanandam, Praneshnandan; Ma, Jinwoo; Im, Sooik; Wilkins, Mike; Daniele, Michael; Daniele, Michael",jyang46; pnithya; jma23; sim2; mwilkin2; mdaniel6; mddickey
Panchromatic All-Polymer Photodetector with Tunable Polarization Sensitivity,"Sen, Pratik; Yang, Ruonan; Rech, Jeromy J.; Feng, Yuanxiang; Ho, Carr Hoi Yi; Huang, Jinsong; So, Franky; Kline, R. Joseph; You, Wei; Kudenov, Michael W.; Brendan T. O'Connor, ",Pratik Sen (psen2); Ruonan Yang (ryang10); Carr Ho (hho3); Franky So (fso); Michael Kudenov (mwkudeno); Brendan O'Connor (btoconno),10.1002/adom.201801346,2018,Organic Electronics and Photovoltaics; Perovskite Materials and Applications; Conducting polymers and applications,"Yang, Ruonan; Rech, Jeromy J.; Feng, Yuanxiang; Ho, Carr Hoi Yi; Huang, Jinsong; So, Franky; Kline, R. Joseph; You, Wei; Kudenov, Michael W.; Brendan T. O'Connor,","Sen, Pratik; Yang, Ruonan; Ho, Carr Hoi Yi; Huang, Jinsong; Kudenov, Michael W.; Brendan T. O'Connor",psen2; ryang10; hho3; fso; mwkudeno; btoconno
Flexible Self-Powered Organic Photodetector with High Detectivity for Continuous On-Plant Sensing,"Schrickx, Harry M.; Gyurek, Sydney; Moore, Caleb; Hernandez-Pagan, Edmaritz; Doherty, Colleen J.; Kudenov, Michael W.; Brendan T. O'Connor, ",Harry Schrickx (hschric); Sydney Gyurek (ssgyurek); Colleen Doherty (cjdohert); Michael Kudenov (mwkudeno); Brendan O'Connor (btoconno); Caleb Moore (ckmoore); Edmaritz Hernandez Pagan (ehernan6),10.1002/adom.202400005,2024,Conducting polymers and applications; Advanced Sensor and Energy Harvesting Materials; Analytical Chemistry and Sensors,"Gyurek, Sydney; Moore, Caleb; Hernandez-Pagan, Edmaritz; Doherty, Colleen J.; Kudenov, Michael W.; Brendan T. O'Connor,","Schrickx, Harry M.; Gyurek, Sydney; Doherty, Colleen J.; Kudenov, Michael W.; Brendan T. O'Connor; Moore, Caleb; Hernandez-Pagan, Edmaritz",hschric; ssgyurek; cjdohert; mwkudeno; btoconno; ckmoore; ehernan6
Percutaneous Wearable Biosensors: A Brief History and Systems Perspective,"Peterson, Kaila L.; Shukla, Rajendra P.; Daniele, Michael A.",Kaila Peterson (klpeter4); Michael Daniele (mdaniel6); RAJENDRA SHUKLA (rshukla4),10.1002/adsr.202400068,2024,Advanced Sensor and Energy Harvesting Materials; Conducting polymers and applications; Neuroscience and Neural Engineering,"Shukla, Rajendra P.; Daniele, Michael A.","Peterson, Kaila L.; Daniele, Michael A.; Shukla, Rajendra P.",klpeter4; mdaniel6; rshukla4
Synthetic Platelet Microgels Containing Fibrin Knob B Mimetic Motifs Enhance Clotting Responses,"Nandi, Seema; Mihalko, Emily; Nellenbach, Kimberly; Castaneda, Mario; Schneible, John; Harp, Mary; Deal, Halston; Daniele, Michael; Menegatti, Stefano; Barker, Thomas H.; Brown, Ashley C.",Seema Nandi (snandi3); Emily Mihalko (emihalk); Kimberly Nellenbach (kanellen); John Schneible (jdschnei); Halston Deal (hdeal); Michael Daniele (mdaniel6); Stefano Menegatti (smenega); Ashley Brown (aecarso2),10.1002/adtp.202100010,2021,Platelet Disorders and Treatments; Blood properties and coagulation; Periodontal Regeneration and Treatments,"Mihalko, Emily; Nellenbach, Kimberly; Castaneda, Mario; Schneible, John; Harp, Mary; Deal, Halston; Daniele, Michael; Menegatti, Stefano; Barker, Thomas H.; Brown, Ashley C.","Nandi, Seema; Mihalko, Emily; Nellenbach, Kimberly; Schneible, John; Deal, Halston; Daniele, Michael; Menegatti, Stefano; Brown, Ashley C.",snandi3; emihalk; kanellen; jdschnei; hdeal; mdaniel6; smenega; aecarso2
Risk to sustainability of pest management tools in peanut,"Jordan, David L.; Dunne, Jeffrey; Stalker, H. Thomas; Shew, Barbara B.; Brandenburg, Rick L.; Anco, Dan; Mehl, Hillary; Taylor, Sally; Balota, Maria",David Jordan (dljorda2); Jeffrey Dunne (jcdunne); Barbara Shew (bshew); Rick Brandenburg (rbranden); Harold Stalker (hts); Daniel Joseph Anco (djanco),10.1002/ael2.20018,2020,Peanut Plant Research Studies; Agricultural pest management studies; Cassava research and cyanide,"Dunne, Jeffrey; Stalker, H. Thomas; Shew, Barbara B.; Brandenburg, Rick L.; Anco, Dan; Mehl, Hillary; Taylor, Sally; Balota, Maria","Jordan, David L.; Dunne, Jeffrey; Shew, Barbara B.; Brandenburg, Rick L.; Stalker, H. Thomas; Anco, Dan",dljorda2; jcdunne; bshew; rbranden; hts; djanco
Rapid and inexpensive assessment of soil total iron using Nix Pro color sensor,"Jha, Gaurav; Sihi, Debjani; Dari, Biswanath; Kaur, Harpreet; Nocco, Mallika Arudi; Ulery, April; Lombard, Kevin",Debjani Sihi (dsihi),10.1002/ael2.20050,2021,Soil Geostatistics and Mapping; Smart Agriculture and AI; Soil and Land Suitability Analysis,"Sihi, Debjani; Dari, Biswanath; Kaur, Harpreet; Nocco, Mallika Arudi; Ulery, April; Lombard, Kevin","Sihi, Debjani",dsihi
Si Doped Hafnium Oxide-A “Fragile” Ferroelectric System,"Richter, Claudia; Schenk, Tony; Park, Min Hyuk; Tscharntke, Franziska A.; Grimley, Everett D.; LeBeau, James M.; Zhou, Chuanzhen; Fancher, Chris M.; Jones, Jacob L.; Mikolajick, Thomas; Schroeder, Uwe",James LeBeau (jmlebeau); Jacob Jones (jljone21),10.1002/AELM.201700131,2017,Ferroelectric and Negative Capacitance Devices; MXene and MAX Phase Materials; Semiconductor materials and devices,"Schenk, Tony; Park, Min Hyuk; Tscharntke, Franziska A.; Grimley, Everett D.; LeBeau, James M.; Zhou, Chuanzhen; Fancher, Chris M.; Jones, Jacob L.; Mikolajick, Thomas; Schroeder, Uwe","LeBeau, James M.; Jones, Jacob L.",jmlebeau; jljone21
Origin of Temperature-Dependent Ferroelectricity in Si-Doped HfO2,"Park, Min Hyuk; Chung, Ching-Chang; Schenk, Tony; Richter, Claudia; Hoffmann, Michael; Wirth, Steffen; Jones, Jacob L.; Mikolajick, Thomas; Schroeder, Uwe",Jacob Jones (jljone21),10.1002/AELM.201700489,2018,Ferroelectric and Negative Capacitance Devices; MXene and MAX Phase Materials; Electronic and Structural Properties of Oxides,"Chung, Ching-Chang; Schenk, Tony; Richter, Claudia; Hoffmann, Michael; Wirth, Steffen; Jones, Jacob L.; Mikolajick, Thomas; Schroeder, Uwe","Jones, Jacob L.",jljone21
"Effect of Annealing Ferroelectric HfO2
 Thin Films: In Situ, High Temperature X-Ray Diffraction","Park, Min Hyuk; Chung, Ching-Chang; Schenk, Tony; Richter, Claudia; Opsomer, Karl; Detavernier, Christophe; Adelmann, Christoph; Jones, Jacob L.; Mikolajick, Thomas; Schroeder, Uwe",Jacob Jones (jljone21),10.1002/AELM.201800091,2018,Ferroelectric and Negative Capacitance Devices; MXene and MAX Phase Materials; Semiconductor materials and devices,"Chung, Ching-Chang; Schenk, Tony; Richter, Claudia; Opsomer, Karl; Detavernier, Christophe; Adelmann, Christoph; Jones, Jacob L.; Mikolajick, Thomas; Schroeder, Uwe","Jones, Jacob L.",jljone21
On the Origin of the Large Remanent Polarization in La:HfO<sub>2,"Schenk, Tony; Fancher, Chris M.; Park, Min Hyuk; Richter, Claudia; Künneth, Christopher; Kersch, Alfred; Jones, Jacob L.; Mikolajick, Thomas; Schroeder, Uwe",Jacob Jones (jljone21),10.1002/aelm.201900303,2019,Ferroelectric and Negative Capacitance Devices; Semiconductor materials and devices; MXene and MAX Phase Materials,"Fancher, Chris M.; Park, Min Hyuk; Richter, Claudia; Künneth, Christopher; Kersch, Alfred; Jones, Jacob L.; Mikolajick, Thomas; Schroeder, Uwe","Jones, Jacob L.",jljone21
Temperature‐Dependent Phase Transitions in Hf<sub>x</sub>Zr<sub>1‐x</sub>O<sub>2</sub> Mixed Oxides: Indications of a Proper Ferroelectric Material,"Schroeder, Uwe; Mittmann, Terence; Materano, Monica; Lomenzo, Patrick D.; Edgington, Patrick; Lee, Young H.; Alotaibi, Meshari; West, Anthony R.; Mikolajick, Thomas; Kersch, Alfred; Jones, Jacob L.",Patrick Edgington (pgedging); Jacob Jones (jljone21),10.1002/aelm.202200265,2022,Ferroelectric and Negative Capacitance Devices; Ferroelectric and Piezoelectric Materials; MXene and MAX Phase Materials,"Mittmann, Terence; Materano, Monica; Lomenzo, Patrick D.; Edgington, Patrick; Lee, Young H.; Alotaibi, Meshari; West, Anthony R.; Mikolajick, Thomas; Kersch, Alfred; Jones, Jacob L.","Lomenzo, Patrick D.; Jones, Jacob L.",pgedging; jljone21
Crop insurance participation and cover crop use: Evidence from Indiana county-level data,"Connor, Lawson; Rejesus, Roderick M.; Yasar, Mahmut",Roderick Rejesus (rmrejesu),10.1002/aepp.13206,2021,Agricultural Innovations and Practices; Agricultural risk and resilience; Food Security and Health in Diverse Populations,"Rejesus, Roderick M.; Yasar, Mahmut","Rejesus, Roderick M.",rmrejesu
Payments from agricultural conservation programs and cover crop adoption,"Park, Byungyul; Rejesus, Roderick M.; Aglasan, Serkan; Che, Yuyuan; Hagen, Stephen C.; Salas, William",Roderick Rejesus (rmrejesu); Serkan Aglasan (saglasa); Yuyuan Che (yche3),10.1002/aepp.13248,2022,Economic and Environmental Valuation; Agricultural Innovations and Practices; Economics of Agriculture and Food Markets,"Rejesus, Roderick M.; Aglasan, Serkan; Che, Yuyuan; Hagen, Stephen C.; Salas, William","Rejesus, Roderick M.; Aglasan, Serkan; Che, Yuyuan",rmrejesu; saglasa; yche3
Genetic variation for response to mixed triazole and strobilurin application in diverse maize,"Woore, Matthew Smith; Holland, James Brendan",James Holland (jholland),10.1002/agg2.20054,2020,Fungal Plant Pathogen Control; Plant Pathogens and Resistance; Plant Virus Research Studies,"Holland, James Brendan","Holland, James Brendan",jholland
Gateway-node wireless data collection system for environmental sensing,"Thompson, Alondra I; Schomberg, Harry H.; Evett, Steven R.; Fisher, Daniel K.; Mirsky, Steven B.; Reberg-Horton, S. Chris",Chris Reberg-Horton (screberg),10.1002/agg2.20219,2021,Soil Moisture and Remote Sensing; Water Quality Monitoring Technologies; Environmental Monitoring and Data Management,"Schomberg, Harry H.; Evett, Steven R.; Fisher, Daniel K.; Mirsky, Steven B.; Reberg-Horton, S. Chris","Reberg-Horton, S. Chris",screberg
Evaluation of conservation tillage practices in the production of organic flue-cured tobacco,"Machanoff, Cordelia H.; Vann, Matthew Christopher; Woodley, Alex L.; Suchoff, David",David Suchoff (dhsuchof); Matthew Vann (mcvann); Alex Woodley (alwoodle),10.1002/agg2.20317,2022,Weed Control and Herbicide Applications; Soil Management and Crop Yield; Soil Carbon and Nitrogen Dynamics,"Vann, Matthew Christopher; Woodley, Alex L.; Suchoff, David","Suchoff, David; Vann, Matthew Christopher; Woodley, Alex L.",dhsuchof; mcvann; alwoodle
"Characterizing atrazine, mesosulfuron-methyl, and topramezone bioavailability in North Carolina soils using greenhouse bioassays","Ramanathan, Shwetha S.; Gannon, Travis W.; Locke, Anna M.; Everman, Wesley J.",Shwetha Ramanathan (ssramana); Travis Gannon (twgannon); Anna Locke (amlocke2); Wesley Everman (wjeverma),10.1002/agg2.20371,2023,Pesticide and Herbicide Environmental Studies; Weed Control and Herbicide Applications; Soil Carbon and Nitrogen Dynamics,"Gannon, Travis W.; Locke, Anna M.; Everman, Wesley J.","Ramanathan, Shwetha S.; Gannon, Travis W.; Locke, Anna M.; Everman, Wesley J.",ssramana; twgannon; amlocke2; wjeverma
Evaluating Chinese fiber hemp (<i>Cannabis sativa</i> L.) varieties and planting dates in North Carolina,"Halker, China Allissa P.; Woodley, Alex L.; Reberg-Horton, S. Chris; Inoa, Shannon Henriquez; Suchoff, David H.",David Suchoff (dhsuchof); Alex Woodley (alwoodle); Chris Reberg-Horton (screberg),10.1002/agg2.20569,2024,Plant Disease Management Techniques; Plant responses to water stress; Plant Parasitism and Resistance,"Woodley, Alex L.; Reberg-Horton, S. Chris; Inoa, Shannon Henriquez; Suchoff, David H.","Suchoff, David H.; Woodley, Alex L.; Reberg-Horton, S. Chris",dhsuchof; alwoodle; screberg
Understanding the yield impacts of alternative cover crop families and mixtures: Evidence from side-by-side plot-level panel data,"Won, Sunjae; Rejesus, Roderick M.; Poncet, Aurelie M.; Aglasan, Serkan; Thapa, Resham; Tulley, Katherine L.; Reberg-Horton, Chris; Cabrera, Miguel L.; Davis, Brian W.; Gaskin, Julia; Hitchcock, Richard; Schomberg, Harry H.; Seehaver, Sarah A.; Balkcom, Kip; Reiter, Mark; Miller, Jarrod O.; Mirsky, Steven B.",Roderick Rejesus (rmrejesu); Serkan Aglasan (saglasa); Resham Thapa (rthapa); Chris Reberg-Horton (screberg); Brian Davis (bwdavis3); Sarah Seehaver (saseehav),10.1002/agg2.70012,2024,Agricultural Economics and Policy; Agricultural Innovations and Practices; Climate change impacts on agriculture,"Rejesus, Roderick M.; Poncet, Aurelie M.; Aglasan, Serkan; Thapa, Resham; Tulley, Katherine L.; Reberg-Horton, Chris; Cabrera, Miguel L.; Davis, Brian W.; Gaskin, Julia; Hitchcock, Richard; Schomberg, Harry H.; Seehaver, Sarah A.; Balkcom, Kip; Reiter, Mark; Miller, Jarrod O.; Mirsky, Steven B.","Rejesus, Roderick M.; Aglasan, Serkan; Thapa, Resham; Reberg-Horton, Chris; Davis, Brian W.; Seehaver, Sarah A.",rmrejesu; saglasa; rthapa; screberg; bwdavis3; saseehav
"Building a resilient organic hemp industry: Survey and focus groups assess research, extension, and education needs","Moore, Virginia; Fratz, Emily; Baltensperger, David; Ellison, Shelby; Grab, Heather; Sosnoskie, Lynn; Suchoff, David; Vergara, Daniela",David Suchoff (dhsuchof); Virginia Moore (vmmoore3),10.1002/agg2.70018,2025,Agronomic Practices and Intercropping Systems; Plant Disease Management Techniques,"Fratz, Emily; Baltensperger, David; Ellison, Shelby; Grab, Heather; Sosnoskie, Lynn; Suchoff, David; Vergara, Daniela","Baltensperger, David; Moore, Virginia",dhsuchof; vmmoore3
Atrazine sensitivity varies among soybean cultivars,"Ramanathan, Shwetha S.; Gannon, Travis W.; Everman, Wesley J.; Locke, Anna M.",Shwetha Ramanathan (ssramana); Travis Gannon (twgannon); Wesley Everman (wjeverma); Anna Locke (amlocke2),10.1002/agg2.70032,2025,Pesticide and Herbicide Environmental Studies; Cassava research and cyanide; Legume Nitrogen Fixing Symbiosis,"Gannon, Travis W.; Everman, Wesley J.; Locke, Anna M.","Ramanathan, Shwetha S.; Gannon, Travis W.; Everman, Wesley J.; Locke, Anna M.",ssramana; twgannon; wjeverma; amlocke2
Green and animal manure use in organic field crop systems,"Carr, P.M.; Cavigelli, M.A.; Darby, H.; Delate, K.; Eberly, J.O.; Fryer, H.K.; Gramig, G.G.; Heckman, J.R.; Mallory, E.B.; Reeve, J.R.; Silva, E.M.; Suchoff, D.H.; Woodley, A.L.",Alex Woodley (alwoodle),10.1002/agj2.20082,2020,Soil Carbon and Nitrogen Dynamics; Soil and Water Nutrient Dynamics; Agronomic Practices and Intercropping Systems,"Cavigelli, M.A.; Darby, H.; Delate, K.; Eberly, J.O.; Fryer, H.K.; Gramig, G.G.; Heckman, J.R.; Mallory, E.B.; Reeve, J.R.; Silva, E.M.; Suchoff, D.H.; Woodley, A.L.","Woodley, A.L.",alwoodle
Response of agronomic crops to planting date and double-cropping with wheat,"Hare, Andrew T.; Jordan, David L.; Edmisten, Keith L.; Leon, Ramon G.; Post, Angela R.; Vann, Rachel; Dunphy, E. James; Heiniger, Ronnie; Collins, Guy; Washburn, Derek",Andrew Hare (athare); David Jordan (dljorda2); Keith Edmisten (kledmist); Angela Post (arricha3); Rachel Vann (raatwell); Edward Dunphy (nejd); Guy Collins (gdcollin); Ramon Leon Gonzalez (rleon); Ronnie Heiniger (rheinig); Derek Washburn (dawashbu),10.1002/agj2.20164,2020,Agronomic Practices and Intercropping Systems; Crop Yield and Soil Fertility; Soybean genetics and cultivation,"Jordan, David L.; Edmisten, Keith L.; Leon, Ramon G.; Post, Angela R.; Vann, Rachel; Dunphy, E. James; Heiniger, Ronnie; Collins, Guy; Washburn, Derek","Hare, Andrew T.; Jordan, David L.; Edmisten, Keith L.; Post, Angela R.; Vann, Rachel; Dunphy, E. James; Collins, Guy; Leon, Ramon G.; Heiniger, Ronnie; Washburn, Derek",athare; dljorda2; kledmist; arricha3; raatwell; nejd; gdcollin; rleon; rheinig; dawashbu
Using statistical learning algorithms to predict cover crop biomass and cover crop nitrogen content,"Marcillo, Guillermo S.; Mirsky, Steven; Poncet, Aurelie; Reberg-Horton, Chris; Timlin, Dennis; Schomberg, Harry; Ramos, Paula",Chris Reberg-Horton (screberg); Paula Ramos Giraldo (pramosg),10.1002/agj2.20429,2020,Crop Yield and Soil Fertility; Soil Carbon and Nitrogen Dynamics; Wheat and Barley Genetics and Pathology,"Mirsky, Steven; Poncet, Aurelie; Reberg-Horton, Chris; Timlin, Dennis; Schomberg, Harry; Ramos, Paula","Reberg-Horton, Chris; Ramos, Paula",screberg; pramosg
Winter cover crop management in the production of organic flue-cured tobacco,"Hahn, Samuel. L.; Woodley, Alex. L.; Vann, Matthew. C.",Matthew Vann (mcvann); Alex Woodley (alwoodle),10.1002/agj2.20656,2021,Agronomic Practices and Intercropping Systems; Legume Nitrogen Fixing Symbiosis; Plant Pathogens and Resistance,"Woodley, Alex. L.; Vann, Matthew. C.","Vann, Matthew. C.; Woodley, Alex. L.",mcvann; alwoodle
Production practices that maximize soybean yield: What we have learned from the North Carolina soybean yield contest,"Vann, Rachel A.; Drake-Stowe, Katherine; Buol, Greg S.; Dunphy, E. Jim",Rachel Vann (raatwell); Gregory Buol (gsbuol); Edward Dunphy (nejd),10.1002/agj2.20728,2021,Soybean genetics and cultivation; Legume Nitrogen Fixing Symbiosis; Nematode management and characterization studies,"Drake-Stowe, Katherine; Buol, Greg S.; Dunphy, E. Jim","Vann, Rachel A.; Buol, Greg S.; Dunphy, E. Jim",raatwell; gsbuol; nejd
Stover harvest and tillage effects on corn seedling emergence,"Agomoh, Ikechukwu V.; Drury, Craig F.; Reynolds, W. Daniel; Woodley, Alex; Yang, Xueming; Phillips, Lori A.; Rehmann, Lars",Alex Woodley (alwoodle),10.1002/agj2.20738,2021,Crop Yield and Soil Fertility; Soil Carbon and Nitrogen Dynamics; Plant nutrient uptake and metabolism,"Drury, Craig F.; Reynolds, W. Daniel; Woodley, Alex; Yang, Xueming; Phillips, Lori A.; Rehmann, Lars","Woodley, Alex",alwoodle
Regenerative agriculture and integrative permaculture for sustainable and technology driven global food production and security,"McLennon, Everald; Dari, Biswanath; Jha, Gaurav; Sihi, Debjani; Kankarla, Vanaja",Debjani Sihi (dsihi),10.1002/agj2.20814,2021,"Environmental, Ecological, and Cultural Studies; Earth Systems and Cosmic Evolution; Environmental Philosophy and Ethics","Dari, Biswanath; Jha, Gaurav; Sihi, Debjani; Kankarla, Vanaja","Sihi, Debjani",dsihi
Foliar fertilizers rarely increase yield in United States soybean,"Matcham, Emma G.; Vann, R. Atwell; Lindsey, Laura E.; Gaska, John M.; Lilley, Dylan T.; Ross, W. Jeremy; Wright, David L.; Knott, Carrie; Lee, Chad D.; Moseley, David; Singh, Maninder; Naeve, Seth; Irby, J. Trenton; Wiebold, William; Kandel, Hans; Lofton, Josh; Inman, Matthew; Kleinjan, Jonathon; Holshouser, David L.; Conley, Shawn P.",Dylan Lilley (dtlille2); Rachel Vann (raatwell),10.1002/agj2.20889,2021,Soybean genetics and cultivation; Legume Nitrogen Fixing Symbiosis; Banana Cultivation and Research,"Vann, R. Atwell; Lindsey, Laura E.; Gaska, John M.; Lilley, Dylan T.; Ross, W. Jeremy; Wright, David L.; Knott, Carrie; Lee, Chad D.; Moseley, David; Singh, Maninder; Naeve, Seth; Irby, J. Trenton; Wiebold, William; Kandel, Hans; Lofton, Josh; Inman, Matthew; Kleinjan, Jonathon; Holshouser, David L.; Conley, Shawn P.","Lilley, Dylan T.; Vann, R. Atwell",dtlille2; raatwell
